miR,avg_Intra_FLC
hsa-mir-146a-5p_+_1,14.87276012
hsa-mir-145-3p_+_2,14.62604982
hsa-mir-3607-5p_-_1,15.12576062
hsa-mir-1293,14.55033691
hsa-mir-449a,14.35231567
hsa-mir-181a-1-3p,15.16350179
hsa-mir-126-5p,232.6583826
hsa-let-7c_+_5,3.34631915
hsa-mir-23a-3p_-_1,14.30735276
hsa-mir-3607-3p_-_2,14.4541209
hsa-mir-29b-2-5p_+_1,14.15336289
hsa-mir-25-3p_+_4,14.17223348
hsa-mir-654-3p,2.018414725
hsa-mir-362-3p,14.36769067
hsa-mir-181d,579.3900315
hsa-let-7b-5p_-_1,26.75377625
hsa-mir-222-3p_-_2,14.07415439
hsa-mir-500a-3p_-_1,14.16151616
hsa-mir-335-3p_-_1,13.90758413
hsa-mir-3615,523.2711534
hsa-mir-450b-5p,13.8148637
hsa-mir-99a-5p,169.5528687
hsa-mir-455-5p_+_2,13.68160749
hsa-mir-328_+_1,13.78248119
hsa-let-7b-5p_+_3,14.0245338
hsa-mir-10a-5p_+_1,633.4373695
hsa-mir-193b-3p_+_1,13.8365289
hsa-mir-140-3p_+_1,1983.971
hsa-mir-210,1366.725469
hsa-mir-615-3p,13.47007432
hsa-mir-676-3p,13.44118739
hsa-mir-196a-2-5p_+_1,13.3556887
hsa-mir-664-3p,13.81043658
hsa-mir-421_+_1,13.24223461
hsa-mir-877-5p,13.1972717
hsa-mir-30d-3p_+_1,13.18375977
hsa-mir-1277-5p_+_3,13.10455128
hsa-mir-671-3p_-_1,13.59797187
hsa-mir-320a_+_5,13.01718951
hsa-mir-151a-5p_+_1,13.00367758
hsa-mir-450a-2-5p,13.08568069
hsa-mir-548k,12.82452693
hsa-mir-452-5p_+_3,12.97572219
hsa-mir-3912,12.79750307
hsa-mir-148a-3p,12341.6235
hsa-mir-29b-2-3p_+_6,12.76605209
hsa-mir-320b-2_-_1,12.73273804
hsa-mir-374b-3p,12.45271369
hsa-mir-18a-3p,12.33296941
hsa-mir-320b-1_-_1,12.34741287
hsa-mir-450a-1-5p,12.55451892
hsa-mir-193a-5p_+_1,12.20786646
hsa-mir-23b-3p_-_1,12.30151843
hsa-mir-455-3p_-_2,12.26820437
hsa-mir-29b-1-3p_+_6,12.18806434
hsa-mir-330-3p,12.09441238
hsa-mir-574-5p_+_1,6.076909375
hsa-mir-27a-3p_-_1,12.08719064
hsa-mir-222-3p_-_1,12.0475864
hsa-mir-224-5p_+_1,12.16197202
hsa-mir-888-5p,822.3387117
hsa-mir-1468,12.02871581
hsa-mir-29c-3p_-_1,12.08905372
hsa-mir-582-3p,11.87565747
hsa-mir-548j,11.71537741
hsa-mir-100-5p_+_3,9.297194047
hsa-mir-130b-3p,825.8453665
hsa-mir-3615_+_1,11.71630894
hsa-mir-140-3p_+_3,11.7279578
hsa-mir-590-3p_-_1,11.90617691
hsa-mir-720_-_1,34.74379954
hsa-mir-423-3p_+_1,46.91742041
hsa-mir-3607-3p_-_3,11.65690257
hsa-mir-589-3p,11.53622675
hsa-mir-644b-5p,11.60378639
hsa-mir-93-3p,12.05038101
hsa-mir-16-1-5p_+_2,11.59470159
hsa-mir-409-3p_-_1,6.462234542
hsa-mir-21-5p_+_2,248.7651646
hsa-mir-3613-5p,11.35171744
hsa-mir-16-2-5p_+_2,11.3291207
hsa-mir-101-2-3p_-_1,417.3365508
hsa-let-7i-5p_+_6,11.46773557
hsa-mir-101-1-3p_-_1,415.8294957
hsa-mir-26b-5p_-_1,416.9577649
hsa-mir-542-3p_-_1,11.15905485
hsa-mir-1292,11.06540289
hsa-mir-502-5p_-_1,11.06540289
hsa-mir-1307-5p,123.3450598
hsa-mir-320c-1_+_1,10.99248459
hsa-mir-190b_+_1,11.05002789
hsa-mir-501-3p,10.96639227
hsa-mir-19a-3p_-_1,10.89976416
hsa-mir-3180-5-3p,10.67914619
hsa-mir-3180-1-3p,10.67914619
hsa-mir-3180-2,10.67914619
hsa-mir-3180-3-3p,10.67914619
hsa-mir-3180-4-3p,10.67914619
hsa-mir-378d-2,10.59364749
hsa-mir-1299,10.52701939
hsa-mir-152_-_1,10.52072919
hsa-mir-215,217.9093235
hsa-mir-340-5p,231.8476576
hsa-mir-16-1-5p,5152.225438
hsa-mir-16-2-5p,5147.144224
hsa-mir-98_-_1,10.4198555
hsa-mir-423-5p_+_2,10.40098491
hsa-mir-185-3p,2.28399561
hsa-mir-146b-5p_-_1,10.39283164
hsa-mir-200b-3p,400.8248813
hsa-mir-7-3-5p_+_1,8.632776066
hsa-mir-7-2-5p_+_1,8.632776066
hsa-mir-320c-2_+_1,10.28846236
hsa-mir-101-1-3p,896.7472539
hsa-mir-107_-_1,10.17500827
hsa-mir-205-5p,15.02768153
hsa-mir-1248_+_2,15.02768153
hsa-mir-203_-_1,10.11373883
hsa-mir-199a-1-3p_+_2,46.49971273
hsa-mir-199b-3p_+_2,46.49971273
hsa-mir-181b-2-5p,3227.543638
hsa-mir-199a-2-3p_+_2,47.04438643
hsa-mir-29a-3p_+_6,55.55299109
hsa-mir-19b-2-3p,403.7723541
hsa-mir-29c-3p,1187.415456
hsa-mir-7-1-5p_+_1,9.376402543
hsa-mir-574-3p,656.5610575
hsa-let-7e-3p,10.86015992
hsa-mir-146a-5p,344.0832831
hsa-mir-24-1-3p_+_3,5.140620313
hsa-mir-3182,10.07786073
hsa-mir-101-2-3p,963.6419461
hsa-mir-19b-1-3p,393.1328122
hsa-mir-181b-1-5p,2699.088276
hsa-mir-27b-3p,10315.21579
hsa-mir-21-5p_-_1,678.0913066
hsa-mir-455-3p,91.63750601
hsa-mir-345-5p,514.269368
hsa-let-7d-5p,14322.98779
hsa-mir-27b-3p_+_1,426.7197139
hsa-mir-31-5p,1991.294023
hsa-mir-4485_+_2,12.71573053
hsa-mir-4497_-_1,12.33040536
hsa-mir-28-5p,888.0930803
hsa-mir-21-5p,145457.6114
hsa-let-7f-1-5p_+_1,1496.70591
hsa-let-7d-5p_+_3,10.72946775
hsa-mir-361-5p,1607.53527
hsa-let-7g-5p_-_1,176.2217575
hsa-mir-125a-5p,211.9642684
hsa-mir-221-3p,20525.42972
hsa-mir-191-5p_+_1,213.3723221
hsa-let-7i-5p,38199.15785
hsa-mir-25-3p,7210.846987
hsa-mir-181c-5p_+_1,8.522116591
hsa-mir-140-3p,718.3076956
hsa-mir-29a-3p_-_1,492.6187014
hsa-mir-100-5p_+_5,7.478663638
hsa-mir-598,365.5883529
hsa-mir-30d-5p_+_1,597.9347897
hsa-mir-132-5p,20.00965428
hsa-mir-660-5p,758.4590798
hsa-mir-423-5p,3742.360354
hsa-mir-99b-5p_+_1,10.94565861
hsa-mir-2110,126.222658
hsa-mir-34c-5p,1345.775762
hsa-mir-29a-3p_+_1,189.7479639
hsa-mir-320b-1_+_1,61.98191158
hsa-mir-19b-1-3p_+_1,19.5469837
hsa-mir-140-5p,318.8969184
hsa-mir-134,21.90296607
hsa-mir-98,3064.670403
hsa-mir-421,396.655967
hsa-mir-425-3p_-_1,190.9582269
hsa-mir-92b-3p_+_1,48.91859706
hsa-mir-22-3p_-_1,239.5623142
hsa-mir-146b-5p,963.5767385
hsa-mir-143-3p_-_1,23.57216429
hsa-let-7f-1-5p,38514.34527
hsa-mir-19b-2-3p_+_1,20.80919155
hsa-mir-30e-5p,2220.739084
hsa-mir-320b-2_+_1,66.7174046
hsa-mir-148a-5p,246.3532622
hsa-let-7f-2-5p_+_1,1538.882248
hsa-mir-203_+_1,283.0549172
hsa-mir-30a-3p,897.2337204
hsa-mir-214-3p_-_1,35.9701293
hsa-let-7f-2-5p,39088.19913
hsa-let-7a-1-5p_+_1,875.9075985
hsa-mir-142-5p_-_2,46.45824541
hsa-mir-149-5p,17.83468564
hsa-let-7a-2-5p_+_1,869.1140866
hsa-let-7a-3-5p_+_1,868.4568903
hsa-mir-22-3p,41435.87857
hsa-let-7d-3p_+_1,42.17377412
hsa-mir-320a_-_1,523.3657462
hsa-mir-1287,134.8274787
hsa-mir-30c-2-3p,83.26891816
hsa-mir-30a-5p,16688.70735
hsa-mir-106b-3p,889.8626911
hsa-let-7d-5p_+_1,354.1921522
hsa-mir-24-2-3p,5256.145942
hsa-mir-152,4260.032746
hsa-mir-200a-3p,1836.842012
hsa-mir-199a-1-3p_+_1,894.1024022
hsa-mir-199b-3p_+_1,894.1024022
hsa-mir-199a-2-3p_+_1,903.1088546
hsa-mir-26b-5p,17995.5164
hsa-mir-92a-1-3p_+_1,88.04867311
hsa-mir-24-1-3p,5280.381593
hsa-let-7b-5p_+_1,402.5029338
hsa-mir-30c-1-5p,991.6185751
hsa-mir-30c-2-5p,990.934355
hsa-mir-142-5p,20.09887913
hsa-mir-16-2-3p_-_1,166.5108125
hsa-mir-125b-2-5p,61.54440177
hsa-mir-125b-1-5p,62.54009721
hsa-mir-141-3p,66.19625918
hsa-mir-199a-1-5p,132.9742323
hsa-mir-199a-2-5p,133.0273484
hsa-mir-423-3p_-_1,351.9230519
hsa-mir-423-3p,1628.724438
hsa-mir-151b,20.30948076
hsa-mir-23a-3p,1470.480629
hsa-mir-151a-3p,1281.278068
hsa-mir-27a-3p,1589.823373
hsa-mir-9-2-5p,263.7469517
hsa-mir-9-1-5p,263.7136376
hsa-mir-9-3-5p,263.5542891
hsa-mir-130a-3p,97.24685654
hsa-mir-23b-3p,1014.359493
hsa-mir-30c-2-5p_+_1,64.34511569
hsa-mir-30c-1-5p_+_1,64.34511569
hsa-let-7g-5p_+_1,1925.533494
hsa-mir-744-5p,408.3582844
hsa-let-7e-5p,1485.572661
hsa-mir-183-5p,599.2284578
hsa-let-7a-2-5p,24152.33031
hsa-let-7a-3-5p,24159.89727
hsa-mir-361-5p_+_1,20.94244776
hsa-mir-7-3-5p,213.8047131
hsa-mir-7-2-5p,216.9259871
hsa-mir-199b-3p_-_1,873.658743
hsa-mir-199a-1-3p_-_1,873.658743
hsa-mir-30d-5p_-_1,19.56678582
hsa-mir-26b-5p_+_1,433.396055
hsa-let-7a-1-5p,24400.67986
hsa-mir-92a-2-3p_+_1,71.90834648
hsa-mir-199a-2-3p_-_1,879.7365839
hsa-mir-92b-3p,1668.877279
hsa-mir-92a-2-3p_-_1,13.9732807
hsa-mir-193a-5p,76.54855503
hsa-mir-30e-3p,559.0700733
hsa-mir-7-1-5p,227.7041439
hsa-mir-92b-3p_-_1,27.67375877
hsa-mir-21-5p_+_1,3673.463646
hsa-mir-320a,65814.43433
hsa-let-7b-5p,29182.89568
hsa-mir-197-3p,34.54041964
hsa-mir-378a-3p,1114.860197
hsa-mir-320a_+_1,3464.533207
hsa-mir-629-5p,105.197045
hsa-mir-203,733.0702759
hsa-mir-769-3p_+_1,120.7696308
hsa-mir-132-3p_+_1,20.61373436
hsa-mir-143-3p_+_1,28.76683232
hsa-mir-30a-5p_+_1,474.3507025
hsa-mir-22-3p_+_1,840.0541327
hsa-mir-196a-1-5p,228.1220822
hsa-mir-1307-3p_+_1,125.0131052
hsa-mir-92a-1-3p_-_1,16.25820784
hsa-mir-652-3p,259.7832618
hsa-mir-339-5p,88.97354389
hsa-mir-720,20.52380854
hsa-mir-30d-5p,18667.36553
hsa-mir-23a-3p_+_1,44.80628526
hsa-mir-191-5p,4619.683265
hsa-mir-19a-3p,120.8858795
hsa-mir-574-3p_+_1,20.66964515
hsa-mir-192-5p_-_1,69.42632963
hsa-mir-151a-3p_-_2,234.9647444
hsa-mir-25-5p,40.1940321
hsa-mir-196a-2-5p,330.6488749
hsa-mir-542-5p,25.0414782
hsa-mir-28-3p_+_1,149.4989618
hsa-mir-455-5p,84.81673959
hsa-mir-3196,42.62968411
hsa-mir-1180,295.5598155
hsa-mir-484_+_1,55.44955335
hsa-mir-100-5p,1006.933982
hsa-mir-95,120.3011404
hsa-mir-192-5p_+_2,1085.089987
hsa-mir-155-5p,800.8425333
hsa-mir-378a-3p_+_1,42.64646105
hsa-mir-574-5p,284.4184599
hsa-mir-192-5p_+_1,20469.29976
hsa-mir-361-5p_-_1,280.7501787
hsa-mir-30e-5p_+_1,168.4539754
hsa-mir-26a-1-5p_-_1,512.392372
hsa-mir-132-3p,368.6870395
hsa-mir-26a-2-5p_-_1,516.4175526
hsa-mir-589-5p,51.12175166
hsa-mir-143-3p,1369.491199
hsa-mir-365b-5p_-_1,38.94184059
hsa-mir-181a-1-5p,2595.792004
hsa-mir-484,744.7814197
hsa-mir-181a-2-5p,2616.293447
hsa-let-7c_-_1,33.68590312
hsa-mir-320b-2,972.2982597
hsa-mir-221-3p_+_1,697.7419586
hsa-mir-195-5p,45.7894003
hsa-mir-1307-3p,180.4079098
hsa-mir-139-5p,85.0292043
hsa-mir-27b-3p_-_1,110.4275911
hsa-mir-224-5p,485.3010281
hsa-mir-182-5p,9088.02931
hsa-mir-26a-2-5p,16217.47942
hsa-mir-26a-1-5p,16140.51595
hsa-mir-425-5p,1067.486867
hsa-mir-181c-5p,418.4960126
hsa-mir-193b-5p,55.99143243
hsa-mir-320c-2,126.0749583
hsa-mir-320b-1,951.8545912
hsa-mir-186-5p,1715.753196
hsa-mir-199a-1-3p,5648.721656
hsa-mir-199b-3p,5648.721656
hsa-mir-182-5p_-_1,28.42367545
hsa-mir-28-3p,1516.382598
hsa-mir-199a-2-3p,5696.090099
hsa-mir-342-5p,27.24160762
hsa-mir-423-5p_+_1,117.6600056
hsa-mir-183-5p_+_1,308.4817206
hsa-mir-24-1-3p_+_1,305.4119302
hsa-mir-339-3p,45.26802431
hsa-mir-200c-3p,206.5405892
hsa-mir-30a-5p_-_1,55.8383741
hsa-mir-24-2-3p_+_1,302.8353298
hsa-mir-92a-2-3p,2185.604629
hsa-mir-200a-3p_+_1,86.24808176
hsa-mir-92a-1-3p,2554.770636
hsa-mir-335-3p,41.06648767
hsa-mir-29c-3p_+_6,37.89489206
hsa-mir-92b-5p,36.8439868
hsa-mir-200b-3p_+_1,89.10633897
hsa-mir-151a-5p,198.5887868
hsa-mir-186-5p_+_1,71.08737458
hsa-mir-126-3p_+_1,42.82188556
hsa-mir-769-5p,467.2713371
hsa-mir-335-5p,59.96955648
hsa-mir-23b-3p_+_1,40.74150042
hsa-mir-320d-2,63.04330358
hsa-mir-34b-3p_+_1,58.29359766
hsa-mir-664-5p,29.81378086
hsa-mir-532-5p,516.3187633
hsa-mir-320c-1,121.5113942
hsa-mir-196b-5p,38.88686134
hsa-mir-222-3p,3615.933035
hsa-mir-320d-1,71.27910563
hsa-mir-192-5p,56041.20654
hsa-mir-212-3p,108.9999751
hsa-mir-126-3p,53.88542537
hsa-mir-429,130.6077724